g,b,r,lat_lon,longitude,latitude
385,204,603,44.72869004805819_-122.15906579426876,-122.15906579426876,44.72869004805819
718,594,898,44.71386784587022_-122.17793041523528,-122.17793041523528,44.71386784587022
339,333,335,44.71764077006352_-122.15421489173453,-122.15421489173453,44.71764077006352
639,474,894,44.71979672674541_-122.18466777986616,-122.18466777986616,44.71979672674541
199,157,272,44.73407993976291_-122.15852680509828,-122.15852680509828,44.73407993976291
760,584,611,44.70012362202319_-122.22913438643008,-122.22913438643008,44.70012362202319
202,169,242,44.72222217801253_-122.15017247295596,-122.15017247295596,44.72222217801253
1469,1316,1440,44.70766947040979_-122.2374887185724,-122.2374887185724,44.70766947040979
470,443,431,44.70739997582456_-122.178738898991,-122.178738898991,44.70739997582456
552,469,646,44.719257737574935_-122.15529287007546,-122.15529287007546,44.719257737574935
540,359,789,44.7265340913763_-122.17254052353056,-122.17254052353056,44.7265340913763
739,614,912,44.71871874840446_-122.15960478343924,-122.15960478343924,44.71871874840446
725,526,900,44.71467632962592_-122.19113564991184,-122.19113564991184,44.71467632962592
397,227,551,44.729498531813896_-122.15987427802447,-122.15987427802447,44.729498531813896
192,162,210,44.72141369425682_-122.1504419675412,-122.1504419675412,44.72141369425682
1192,1029,1113,44.70443553538696_-122.23560225647574,-122.23560225647574,44.70443553538696
289,240,318,44.72464762927965_-122.17011507226344,-122.17011507226344,44.72464762927965
456,495,480,44.69688968700036_-122.24638203988518,-122.24638203988518,44.69688968700036
369,324,384,44.67667759310767_-122.18871019864471,-122.18871019864471,44.67667759310767
652,515,513,44.71198138377356_-122.1765829423091,-122.1765829423091,44.71198138377356
481,413,547,44.71332885669975_-122.24557355612949,-122.24557355612949,44.71332885669975
620,521,514,44.70362705163125_-122.18709323113328,-122.18709323113328,44.70362705163125
658,500,866,44.72599510220583_-122.13966218413178,-122.13966218413178,44.72599510220583
437,442,453,44.69742867617083_-122.24422608320327,-122.24422608320327,44.69742867617083
454,395,417,44.69662019241512_-122.20029846580984,-122.20029846580984,44.69662019241512
572,441,492,44.69554221407418_-122.20730532502598,-122.20730532502598,44.69554221407418
2399,2265,2416,44.70739997582456_-122.23614124564622,-122.23614124564622,44.70739997582456
625,506,530,44.70497452455744_-122.18951868240042,-122.18951868240042,44.70497452455744
635,510,528,44.70066261119366_-122.19733402537226,-122.19733402537226,44.70066261119366
717,585,653,44.69662019241512_-122.25015496407848,-122.25015496407848,44.69662019241512
385,309,406,44.67506062559625_-122.19679503620178,-122.19679503620178,44.67506062559625
625,528,529,44.706591492068846_-122.18871019864471,-122.18871019864471,44.706591492068846
914,598,1161,44.7257256076206_-122.17227102894532,-122.17227102894532,44.7257256076206
638,481,796,44.71413734045545_-122.18709323113328,-122.18709323113328,44.71413734045545
632,476,511,44.69688968700036_-122.2075748196112,-122.2075748196112,44.69688968700036
344,287,361,44.71817975923399_-122.15502337549025,-122.15502337549025,44.71817975923399
933,708,1110,44.70443553538696_-122.1976035199575,-122.1976035199575,44.70443553538696
234,112,232,44.73488842351861_-122.15798781592784,-122.15798781592784,44.73488842351861
450,344,386,44.71844925381922_-122.24746001822612,-122.24746001822612,44.71844925381922
1085,846,1122,44.702279578705074_-122.23182933228244,-122.23182933228244,44.702279578705074
781,590,1052,44.71440683504069_-122.17712193147956,-122.17712193147956,44.71440683504069
467,454,446,44.69769817075606_-122.24665153447042,-122.24665153447042,44.69769817075606
606,471,502,44.70147109494937_-122.18978817698564,-122.18978817698564,44.70147109494937
934,802,1109,44.712520372944034_-122.18844070405947,-122.18844070405947,44.712520372944034
621,499,500,44.70497452455744_-122.192483122838,-122.192483122838,44.70497452455744
641,553,687,44.6874573765171_-122.20029846580984,-122.20029846580984,44.6874573765171
466,442,517,44.702279578705074_-122.18628474737758,-122.18628474737758,44.702279578705074
481,241,660,44.72976802639913_-122.16068276178018,-122.16068276178018,44.72976802639913
803,596,786,44.70497452455744_-122.19679503620178,-122.19679503620178,44.70497452455744
521,477,527,44.68718788193187_-122.2013764441508,-122.2013764441508,44.68718788193187
616,527,626,44.69608120324465_-122.2509634478342,-122.2509634478342,44.69608120324465
677,562,569,44.70820845958026_-122.18439828528092,-122.18439828528092,44.70820845958026
740,486,935,44.73192398308102_-122.16068276178018,-122.16068276178018,44.73192398308102
487,407,419,44.69904564368225_-122.19275261742324,-122.19275261742324,44.69904564368225
250,215,265,44.72599510220583_-122.14397409749556,-122.14397409749556,44.72599510220583
636,432,846,44.71952723216017_-122.18439828528092,-122.18439828528092,44.71952723216017
395,320,413,44.687726871102335_-122.20407139000316,-122.20407139000316,44.687726871102335
502,474,466,44.69473373031847_-122.22185803262872,-122.22185803262872,44.69473373031847
855,685,1023,44.70012362202319_-122.23802770774287,-122.23802770774287,44.70012362202319
772,667,640,44.70147109494937_-122.23317680520864,-122.23317680520864,44.70147109494937
679,567,847,44.71305936211451_-122.187901714889,-122.187901714889,44.71305936211451
805,630,986,44.6866488927614_-122.19787301454272,-122.19787301454272,44.6866488927614
1093,845,1333,44.70820845958026_-122.1954475632756,-122.1954475632756,44.70820845958026
603,494,495,44.70389654621649_-122.19113564991184,-122.19113564991184,44.70389654621649
728,668,798,44.68718788193187_-122.20029846580984,-122.20029846580984,44.68718788193187
679,461,911,44.72518661845013_-122.15421489173453,-122.15421489173453,44.72518661845013
465,357,462,44.72060521050111_-122.1323858303304,-122.1323858303304,44.72060521050111
736,616,912,44.71171188918833_-122.18763222030375,-122.18763222030375,44.71171188918833
228,120,335,44.73138499391055_-122.16041326719494,-122.16041326719494,44.73138499391055
810,558,1042,44.726803585961534_-122.16849810475202,-122.16849810475202,44.726803585961534
665,541,546,44.70820845958026_-122.18358980152524,-122.18358980152524,44.70820845958026
628,480,534,44.70632199748361_-122.192483122838,-122.192483122838,44.70632199748361
711,542,685,44.71198138377356_-122.18466777986616,-122.18466777986616,44.71198138377356
1208,1076,1178,44.712520372944034_-122.24260911569188,-122.24260911569188,44.712520372944034
562,570,521,44.6979676653413_-122.23236832145292,-122.23236832145292,44.6979676653413
1064,837,1205,44.70578300831314_-122.19733402537226,-122.19733402537226,44.70578300831314
434,409,427,44.70497452455744_-122.18385929611046,-122.18385929611046,44.70497452455744
443,371,490,44.72222217801253_-122.1534064079788,-122.1534064079788,44.72222217801253
1839,1684,1844,44.70497452455744_-122.2337157943791,-122.2337157943791,44.70497452455744
636,428,823,44.72788156430248_-122.14370460291032,-122.14370460291032,44.72788156430248
627,438,854,44.72168318884206_-122.18089485567286,-122.18089485567286,44.72168318884206
454,392,521,44.69473373031847_-122.20083745498032,-122.20083745498032,44.69473373031847
442,248,639,44.72491712386488_-122.163916696803,-122.163916696803,44.72491712386488
755,583,624,44.698237159926535_-122.22643944057772,-122.22643944057772,44.698237159926535
503,405,458,44.69931513826748_-122.19571705786085,-122.19571705786085,44.69931513826748
646,538,536,44.70901694333597_-122.18305081235476,-122.18305081235476,44.70901694333597
440,345,372,44.72060521050111_-122.24988546949324,-122.24988546949324,44.72060521050111
515,352,690,44.72303066176824_-122.1849372744514,-122.1849372744514,44.72303066176824
845,710,1015,44.70820845958026_-122.19275261742324,-122.19275261742324,44.70820845958026
476,461,471,44.69877614909701_-122.24449557778853,-122.24449557778853,44.69877614909701
615,573,541,44.708747448750735_-122.1790083935762,-122.1790083935762,44.708747448750735
826,738,946,44.68341495773856_-122.19410009034942,-122.19410009034942,44.68341495773856
671,523,651,44.71494582421116_-122.16203023470636,-122.16203023470636,44.71494582421116
663,540,560,44.71440683504069_-122.24287861027712,-122.24287861027712,44.71440683504069
632,511,519,44.70389654621649_-122.19005767157088,-122.19005767157088,44.70389654621649
661,468,509,44.712520372944034_-122.17927788816144,-122.17927788816144,44.712520372944034
603,469,511,44.69688968700036_-122.20865279795215,-122.20865279795215,44.69688968700036
402,376,401,44.71278986752928_-122.16418619138824,-122.16418619138824,44.71278986752928
568,406,572,44.717371275478285_-122.18170333942858,-122.18170333942858,44.717371275478285
925,796,977,44.71386784587022_-122.24530406154425,-122.24530406154425,44.71386784587022
787,573,1021,44.72222217801253_-122.15205893505264,-122.15205893505264,44.72222217801253
554,433,661,44.720874705086345_-122.17981687733192,-122.17981687733192,44.720874705086345
338,215,338,44.73219347766626_-122.16256922387684,-122.16256922387684,44.73219347766626
738,652,923,44.710633910847385_-122.19032716615612,-122.19032716615612,44.710633910847385
585,524,579,44.6979676653413_-122.23694972940191,-122.23694972940191,44.6979676653413
390,232,592,44.72788156430248_-122.1571793321721,-122.1571793321721,44.72788156430248
300,100,503,44.72437813469441_-122.14936398920028,-122.14936398920028,44.72437813469441
873,681,882,44.69662019241512_-122.21781561385018,-122.21781561385018,44.69662019241512
538,339,731,44.72383914552394_-122.17550496396817,-122.17550496396817,44.72383914552394
781,665,698,44.69985412743795_-122.23560225647574,-122.23560225647574,44.69985412743795
728,668,586,44.702279578705074_-122.23883619149858,-122.23883619149858,44.702279578705074
769,543,978,44.72222217801253_-122.15664034300164,-122.15664034300164,44.72222217801253
663,493,661,44.71629329713734_-122.17846940440576,-122.17846940440576,44.71629329713734
528,470,594,44.71871874840446_-122.15610135383116,-122.15610135383116,44.71871874840446
627,520,540,44.70605250289837_-122.18924918781518,-122.18924918781518,44.70605250289837
1226,1097,1221,44.71332885669975_-122.24233962110664,-122.24233962110664,44.71332885669975
346,305,360,44.7122508783588_-122.16472518055872,-122.16472518055872,44.7122508783588
695,533,674,44.71494582421116_-122.163916696803,-122.163916696803,44.71494582421116
432,458,458,44.698506654511775_-122.24260911569188,-122.24260911569188,44.698506654511775
569,457,474,44.69581170865941_-122.20946128170787,-122.20946128170787,44.69581170865941
375,200,529,44.72922903722866_-122.16041326719494,-122.16041326719494,44.72922903722866
566,478,678,44.71871874840446_-122.1571793321721,-122.1571793321721,44.71871874840446
569,416,472,44.69500322490371_-122.21026976546358,-122.21026976546358,44.69500322490371
443,390,473,44.69608120324465_-122.19598655244609,-122.19598655244609,44.69608120324465
636,520,537,44.70766947040979_-122.187901714889,-122.187901714889,44.70766947040979
144,86,172,44.72222217801253_-122.17415749104195,-122.17415749104195,44.72222217801253
655,521,527,44.710633910847385_-122.18466777986616,-122.18466777986616,44.710633910847385
679,561,642,44.71575430796687_-122.16661164265535,-122.16661164265535,44.71575430796687
704,502,919,44.7332714560072_-122.16041326719494,-122.16041326719494,44.7332714560072
605,458,788,44.71952723216017_-122.18574575820712,-122.18574575820712,44.71952723216017
439,404,461,44.7009321057789_-122.187901714889,-122.187901714889,44.7009321057789
653,591,527,44.702279578705074_-122.24072265359524,-122.24072265359524,44.702279578705074
454,286,635,44.72976802639913_-122.16957608309296,-122.16957608309296,44.72976802639913
590,461,513,44.702279578705074_-122.19221362825276,-122.19221362825276,44.702279578705074
769,657,809,44.68691838734663_-122.20056796039508,-122.20056796039508,44.68691838734663
656,535,526,44.71332885669975_-122.17631344772386,-122.17631344772386,44.71332885669975
491,486,449,44.698506654511775_-122.24530406154425,-122.24530406154425,44.698506654511775
278,220,332,44.72464762927965_-122.17173203977484,-122.17173203977484,44.72464762927965
1313,980,1618,44.70120160036413_-122.20272391707697,-122.20272391707697,44.70120160036413
638,469,846,44.72545611303536_-122.15286741880834,-122.15286741880834,44.72545611303536
1955,1852,1958,44.70578300831314_-122.23398528896432,-122.23398528896432,44.70578300831314
734,540,629,44.7122508783588_-122.18305081235476,-122.18305081235476,44.7122508783588
688,550,857,44.71332885669975_-122.18951868240042,-122.18951868240042,44.71332885669975
789,550,1023,44.72788156430248_-122.14747752710362,-122.14747752710362,44.72788156430248
894,653,1171,44.717101780893046_-122.16580315889966,-122.16580315889966,44.717101780893046
323,195,500,44.726803585961534_-122.16068276178018,-122.16068276178018,44.726803585961534
608,480,514,44.7084779541655_-122.18844070405947,-122.18844070405947,44.7084779541655
551,494,559,44.6979676653413_-122.23721922398715,-122.23721922398715,44.6979676653413
607,499,510,44.702818567875546_-122.18844070405947,-122.18844070405947,44.702818567875546
671,505,546,44.706860986654085_-122.18251182318429,-122.18251182318429,44.706860986654085
725,505,963,44.71791026464875_-122.18439828528092,-122.18439828528092,44.71791026464875
616,500,524,44.69877614909701_-122.20029846580984,-122.20029846580984,44.69877614909701
602,525,487,44.70201008411984_-122.19517806869035,-122.19517806869035,44.70201008411984
149,102,213,44.72437813469441_-122.16715063182583,-122.16715063182583,44.72437813469441
542,485,480,44.69500322490371_-122.22563095682202,-122.22563095682202,44.69500322490371
853,695,939,44.68152849564191_-122.19356110117896,-122.19356110117896,44.68152849564191
577,374,863,44.72707308054677_-122.15098095671168,-122.15098095671168,44.72707308054677
938,703,991,44.69931513826748_-122.20811380878168,-122.20811380878168,44.69931513826748
613,486,521,44.70201008411984_-122.19679503620178,-122.19679503620178,44.70201008411984
430,292,623,44.72006622133064_-122.18089485567286,-122.18089485567286,44.72006622133064
365,324,408,44.71817975923399_-122.249615974908,-122.249615974908,44.71817975923399
435,411,386,44.69608120324465_-122.19948998205416,-122.19948998205416,44.69608120324465
585,551,530,44.698237159926535_-122.23317680520864,-122.23317680520864,44.698237159926535
571,410,785,44.72303066176824_-122.18224232859905,-122.18224232859905,44.72303066176824
663,540,553,44.710903405432624_-122.178738898991,-122.178738898991,44.710903405432624
634,534,523,44.70551351372791_-122.18520676903664,-122.18520676903664,44.70551351372791
618,451,737,44.72222217801253_-122.18601525279234,-122.18601525279234,44.72222217801253
682,582,583,44.69554221407418_-122.22158853804348,-122.22158853804348,44.69554221407418
672,510,918,44.726803585961534_-122.14235712998412,-122.14235712998412,44.726803585961534
868,608,1104,44.722761167183_-122.18385929611046,-122.18385929611046,44.722761167183
231,246,254,44.7257256076206_-122.14774702168886,-122.14774702168886,44.7257256076206
555,380,773,44.71764077006352_-122.18871019864471,-122.18871019864471,44.71764077006352
401,365,364,44.712520372944034_-122.1698455776782,-122.1698455776782,44.712520372944034
752,638,593,44.7017405895346_-122.2337157943791,-122.2337157943791,44.7017405895346
702,533,868,44.72222217801253_-122.1555623646607,-122.1555623646607,44.72222217801253
639,458,851,44.72168318884206_-122.1803558665024,-122.1803558665024,44.72168318884206
634,494,534,44.69958463285272_-122.2043408845884,-122.2043408845884,44.69958463285272
291,223,286,44.72114419967159_-122.17685243689432,-122.17685243689432,44.72114419967159
490,442,439,44.70362705163125_-122.18601525279234,-122.18601525279234,44.70362705163125
741,520,980,44.723300156353474_-122.15071146212644,-122.15071146212644,44.723300156353474
663,572,566,44.69527271948894_-122.20380189541793,-122.20380189541793,44.69527271948894
639,465,548,44.71413734045545_-122.18062536108764,-122.18062536108764,44.71413734045545
520,502,481,44.69473373031847_-122.2240139893106,-122.2240139893106,44.69473373031847
643,481,489,44.7047050299722_-122.19302211200848,-122.19302211200848,44.7047050299722
793,627,1010,44.685840409005685_-122.19706453078702,-122.19706453078702,44.685840409005685
605,460,726,44.7257256076206_-122.17011507226344,-122.17011507226344,44.7257256076206
638,486,597,44.71791026464875_-122.24638203988518,-122.24638203988518,44.71791026464875
416,214,618,44.72599510220583_-122.16149124553588,-122.16149124553588,44.72599510220583
494,449,471,44.698506654511775_-122.24611254529994,-122.24611254529994,44.698506654511775
694,539,895,44.69230827905135_-122.20380189541793,-122.20380189541793,44.69230827905135
714,612,649,44.69715918158559_-122.22563095682202,-122.22563095682202,44.69715918158559
2041,1688,2351,44.6979676653413_-122.2240139893106,-122.2240139893106,44.6979676653413
356,329,355,44.712520372944034_-122.16499467514394,-122.16499467514394,44.712520372944034
1448,1069,1743,44.70120160036413_-122.2029934116622,-122.2029934116622,44.70120160036413
647,512,525,44.71171188918833_-122.17334900728626,-122.17334900728626,44.71171188918833
397,364,419,44.69284726822182_-122.21970207594684,-122.21970207594684,44.69284726822182
625,473,514,44.69500322490371_-122.21485117341258,-122.21485117341258,44.69500322490371
635,474,538,44.69581170865941_-122.21700713009449,-122.21700713009449,44.69581170865941
616,477,783,44.71979672674541_-122.1563708484164,-122.1563708484164,44.71979672674541
226,185,228,44.72518661845013_-122.1428961191546,-122.1428961191546,44.72518661845013
1593,1228,1908,44.70039311660842_-122.2059578520998,-122.2059578520998,44.70039311660842
674,536,556,44.708747448750735_-122.1819728340138,-122.1819728340138,44.708747448750735
588,452,789,44.7152153187964_-122.19032716615612,-122.19032716615612,44.7152153187964
1079,872,1265,44.70632199748361_-122.1954475632756,-122.1954475632756,44.70632199748361
504,459,562,44.67937253896002_-122.19356110117896,-122.19356110117896,44.67937253896002
1504,1150,1829,44.7017405895346_-122.2013764441508,-122.2013764441508,44.7017405895346
650,446,544,44.7160238025521_-122.18062536108764,-122.18062536108764,44.7160238025521
461,280,623,44.7257256076206_-122.1744269856272,-122.1744269856272,44.7257256076206
388,372,370,44.69230827905135_-122.21242572214548,-122.21242572214548,44.69230827905135
2707,2564,2674,44.70901694333597_-122.23802770774287,-122.23802770774287,44.70901694333597
471,381,566,44.71656279172257_-122.1577183213426,-122.1577183213426,44.71656279172257
610,447,506,44.70308806246078_-122.1976035199575,-122.1976035199575,44.70308806246078
631,473,544,44.69446423573324_-122.21754611926494,-122.21754611926494,44.69446423573324
385,275,321,44.72006622133064_-122.24746001822612,-122.24746001822612,44.72006622133064
593,466,499,44.7009321057789_-122.20056796039508,-122.20056796039508,44.7009321057789
652,534,546,44.70901694333597_-122.18224232859905,-122.18224232859905,44.70901694333597
392,364,334,44.692577773636586_-122.21323420590116,-122.21323420590116,44.692577773636586
401,388,385,44.69742867617083_-122.19598655244609,-122.19598655244609,44.69742867617083
714,561,957,44.71575430796687_-122.1849372744514,-122.1849372744514,44.71575430796687
398,363,353,44.692577773636586_-122.21242572214548,-122.21242572214548,44.692577773636586
607,460,557,44.71764077006352_-122.245034566959,-122.245034566959,44.71764077006352
800,667,747,44.702279578705074_-122.23209882686768,-122.23209882686768,44.702279578705074
646,490,538,44.694194741148_-122.20649684127028,-122.20649684127028,44.694194741148
599,460,491,44.69446423573324_-122.21404268965688,-122.21404268965688,44.69446423573324
753,660,659,44.7017405895346_-122.2382972023281,-122.2382972023281,44.7017405895346
754,564,922,44.737852863956206_-122.1577183213426,-122.1577183213426,44.737852863956206
655,578,575,44.70254907329032_-122.24072265359524,-122.24072265359524,44.70254907329032
828,732,697,44.70012362202319_-122.23263781603816,-122.23263781603816,44.70012362202319
271,166,338,44.72356965093871_-122.17523546938293,-122.17523546938293,44.72356965093871
561,588,539,44.692577773636586_-122.2539278882718,-122.2539278882718,44.692577773636586
694,538,873,44.71844925381922_-122.15987427802447,-122.15987427802447,44.71844925381922
612,527,488,44.7047050299722_-122.18736272571851,-122.18736272571851,44.7047050299722
622,522,510,44.70578300831314_-122.19302211200848,-122.19302211200848,44.70578300831314
518,462,545,44.69931513826748_-122.19032716615612,-122.19032716615612,44.69931513826748
622,449,754,44.72491712386488_-122.1698455776782,-122.1698455776782,44.72491712386488
659,513,544,44.71009492167691_-122.17604395313862,-122.17604395313862,44.71009492167691
733,499,950,44.71871874840446_-122.18332030694,-122.18332030694,44.71871874840446
587,447,507,44.7009321057789_-122.2000289712246,-122.2000289712246,44.7009321057789
613,450,528,44.69662019241512_-122.20811380878168,-122.20811380878168,44.69662019241512
641,514,536,44.69473373031847_-122.21700713009449,-122.21700713009449,44.69473373031847
568,416,471,44.69284726822182_-122.21026976546358,-122.21026976546358,44.69284726822182
303,201,372,44.73623589644479_-122.1577183213426,-122.1577183213426,44.73623589644479
661,533,614,44.6912303007104_-122.20380189541793,-122.20380189541793,44.6912303007104
425,262,584,44.72545611303536_-122.1773914260648,-122.1773914260648,44.72545611303536
569,417,467,44.69392524656276_-122.20919178712263,-122.20919178712263,44.69392524656276
570,447,632,44.67910304437479_-122.19517806869035,-122.19517806869035,44.67910304437479
307,242,332,44.72464762927965_-122.17254052353056,-122.17254052353056,44.72464762927965
561,525,558,44.69662019241512_-122.23344629979384,-122.23344629979384,44.69662019241512
379,365,359,44.69688968700036_-122.19706453078702,-122.19706453078702,44.69688968700036
1104,967,1052,44.71332885669975_-122.24099214818048,-122.24099214818048,44.71332885669975
741,540,661,44.7122508783588_-122.18224232859905,-122.18224232859905,44.7122508783588
802,620,1014,44.71386784587022_-122.17766092065004,-122.17766092065004,44.71386784587022
583,460,505,44.696350697829885_-122.20865279795215,-122.20865279795215,44.696350697829885
650,527,508,44.71171188918833_-122.17523546938293,-122.17523546938293,44.71171188918833
167,103,229,44.72437813469441_-122.16607265348487,-122.16607265348487,44.72437813469441
496,373,702,44.739200336882384_-122.15825731051304,-122.15825731051304,44.739200336882384
571,422,529,44.717371275478285_-122.245034566959,-122.245034566959,44.717371275478285
766,673,654,44.70254907329032_-122.2353327618905,-122.2353327618905,44.70254907329032
1651,1409,1608,44.70551351372791_-122.23506326730528,-122.23506326730528,44.70551351372791
612,498,521,44.69985412743795_-122.19571705786085,-122.19571705786085,44.69985412743795
683,531,618,44.7152153187964_-122.16553366431442,-122.16553366431442,44.7152153187964
299,170,356,44.72410864010918_-122.17469648021245,-122.17469648021245,44.72410864010918
636,485,535,44.70982542709168_-122.18574575820712,-122.18574575820712,44.70982542709168
683,537,907,44.7152153187964_-122.18466777986616,-122.18466777986616,44.7152153187964
420,351,398,44.69284726822182_-122.21673763550923,-122.21673763550923,44.69284726822182
616,434,741,44.738122358541446_-122.15690983758688,-122.15690983758688,44.738122358541446
480,434,463,44.70766947040979_-122.17981687733192,-122.17981687733192,44.70766947040979
757,584,955,44.71198138377356_-122.1849372744514,-122.1849372744514,44.71198138377356
750,613,651,44.7017405895346_-122.23182933228244,-122.23182933228244,44.7017405895346
1143,883,1353,44.70524401914267_-122.24126164276568,-122.24126164276568,44.70524401914267
742,563,967,44.722761167183_-122.15502337549025,-122.15502337549025,44.722761167183
734,518,976,44.718988242989695_-122.18466777986616,-122.18466777986616,44.718988242989695
598,552,551,44.698506654511775_-122.23236832145292,-122.23236832145292,44.698506654511775
754,618,645,44.698237159926535_-122.22940388101532,-122.22940388101532,44.698237159926535
776,627,911,44.71171188918833_-122.18978817698564,-122.18978817698564,44.71171188918833
713,528,781,44.7160238025521_-122.15906579426876,-122.15906579426876,44.7160238025521
236,173,270,44.72464762927965_-122.17038456684868,-122.17038456684868,44.72464762927965
861,867,1010,44.7265340913763_-122.1488250000298,-122.1488250000298,44.7265340913763
513,324,705,44.73354095059244_-122.16472518055872,-122.16472518055872,44.73354095059244
626,534,531,44.7047050299722_-122.18628474737758,-122.18628474737758,44.7047050299722
474,457,466,44.69877614909701_-122.24314810486234,-122.24314810486234,44.69877614909701
964,803,1192,44.70793896499503_-122.19329160659372,-122.19329160659372,44.70793896499503
445,296,390,44.72060521050111_-122.2488074911523,-122.2488074911523,44.72060521050111
754,537,887,44.73731387478573_-122.15825731051304,-122.15825731051304,44.73731387478573
576,471,491,44.70066261119366_-122.19329160659372,-122.19329160659372,44.70066261119366
578,445,617,44.71575430796687_-122.15906579426876,-122.15906579426876,44.71575430796687
823,751,666,44.7009321057789_-122.23587175106098,-122.23587175106098,44.7009321057789
570,431,765,44.71575430796687_-122.18763222030375,-122.18763222030375,44.71575430796687
557,534,575,44.69554221407418_-122.2509634478342,-122.2509634478342,44.69554221407418
798,721,647,44.70147109494937_-122.23668023481667,-122.23668023481667,44.70147109494937
408,392,425,44.698506654511775_-122.19383059576418,-122.19383059576418,44.698506654511775
663,538,540,44.70578300831314_-122.23775821315763,-122.23775821315763,44.70578300831314
746,579,1012,44.72114419967159_-122.15232842963786,-122.15232842963786,44.72114419967159
774,578,1016,44.71440683504069_-122.1765829423091,-122.1765829423091,44.71440683504069
596,457,503,44.71440683504069_-122.17011507226344,-122.17011507226344,44.71440683504069
638,513,517,44.70120160036413_-122.19652554161657,-122.19652554161657,44.70120160036413
637,475,739,44.72222217801253_-122.18628474737758,-122.18628474737758,44.72222217801253
611,494,510,44.70147109494937_-122.18871019864471,-122.18871019864471,44.70147109494937
1560,1228,1843,44.69715918158559_-122.21458167882734,-122.21458167882734,44.69715918158559
497,324,671,44.72842055347295_-122.17254052353056,-122.17254052353056,44.72842055347295
714,496,959,44.7257256076206_-122.16768962099631,-122.16768962099631,44.7257256076206
397,352,351,44.71332885669975_-122.16822861016678,-122.16822861016678,44.71332885669975
656,538,550,44.706591492068846_-122.18278131776952,-122.18278131776952,44.706591492068846
563,536,535,44.69527271948894_-122.249615974908,-122.249615974908,44.69527271948894
743,506,985,44.72141369425682_-122.1781999098205,-122.1781999098205,44.72141369425682
485,321,655,44.72599510220583_-122.17631344772386,-122.17631344772386,44.72599510220583
514,441,590,44.71871874840446_-122.1563708484164,-122.1563708484164,44.71871874840446
929,641,1130,44.72976802639913_-122.1668811372406,-122.1668811372406,44.72976802639913
592,476,479,44.71305936211451_-122.17173203977484,-122.17173203977484,44.71305936211451
577,445,474,44.69446423573324_-122.21215622756024,-122.21215622756024,44.69446423573324
573,466,491,44.69446423573324_-122.2135037004864,-122.2135037004864,44.69446423573324
820,716,949,44.68206748481239_-122.19302211200848,-122.19302211200848,44.68206748481239
452,474,467,44.6979676653413_-122.19032716615612,-122.19032716615612,44.6979676653413
115,53,134,44.73677488561526_-122.15664034300164,-122.15664034300164,44.73677488561526
628,495,550,44.706591492068846_-122.19005767157088,-122.19005767157088,44.706591492068846
578,436,498,44.69742867617083_-122.211886732975,-122.211886732975,44.69742867617083
628,498,504,44.70201008411984_-122.19571705786085,-122.19571705786085,44.70201008411984
419,350,442,44.67856405520432_-122.19383059576418,-122.19383059576418,44.67856405520432
453,424,433,44.70793896499503_-122.18062536108764,-122.18062536108764,44.70793896499503
641,516,534,44.71305936211451_-122.17334900728626,-122.17334900728626,44.71305936211451
880,640,1087,44.727342575132006_-122.16795911558154,-122.16795911558154,44.727342575132006
606,518,729,44.717371275478285_-122.12807391696664,-122.12807391696664,44.717371275478285
586,498,562,44.692577773636586_-122.20191543332126,-122.20191543332126,44.692577773636586
733,646,633,44.69715918158559_-122.2277869135039,-122.2277869135039,44.69715918158559
601,566,538,44.69769817075606_-122.23102084852674,-122.23102084852674,44.69769817075606
1140,1033,1056,44.71009492167691_-122.24018366442476,-122.24018366442476,44.71009492167691
678,530,551,44.71386784587022_-122.17550496396817,-122.17550496396817,44.71386784587022
440,369,475,44.68395394690904_-122.1976035199575,-122.1976035199575,44.68395394690904
629,573,528,44.70605250289837_-122.23802770774287,-122.23802770774287,44.70605250289837
398,167,628,44.72976802639913_-122.1622997292916,-122.1622997292916,44.72976802639913
652,518,530,44.69715918158559_-122.20326290624745,-122.20326290624745,44.69715918158559
373,206,509,44.72437813469441_-122.16499467514394,-122.16499467514394,44.72437813469441
524,497,451,44.69985412743795_-122.24287861027712,-122.24287861027712,44.69985412743795
694,498,938,44.7265340913763_-122.14208763539892,-122.14208763539892,44.7265340913763
445,344,540,44.71817975923399_-122.16149124553588,-122.16149124553588,44.71817975923399
449,435,435,44.69662019241512_-122.19356110117896,-122.19356110117896,44.69662019241512
419,416,398,44.69554221407418_-122.19948998205416,-122.19948998205416,44.69554221407418
264,209,293,44.7257256076206_-122.14424359208078,-122.14424359208078,44.7257256076206
712,507,888,44.71386784587022_-122.19113564991184,-122.19113564991184,44.71386784587022
604,480,557,44.717371275478285_-122.24530406154425,-122.24530406154425,44.717371275478285
625,491,523,44.71278986752928_-122.1773914260648,-122.1773914260648,44.71278986752928
654,539,539,44.70766947040979_-122.18251182318429,-122.18251182318429,44.70766947040979
1024,811,1057,44.71386784587022_-122.24126164276568,-122.24126164276568,44.71386784587022
794,625,667,44.69904564368225_-122.23209882686768,-122.23209882686768,44.69904564368225
659,529,538,44.70766947040979_-122.18682373654804,-122.18682373654804,44.70766947040979
429,262,602,44.7265340913763_-122.17523546938293,-122.17523546938293,44.7265340913763
803,562,1037,44.72895954264342_-122.1668811372406,-122.1668811372406,44.72895954264342
770,657,659,44.7017405895346_-122.23883619149858,-122.23883619149858,44.7017405895346
