,Time,Site,Cylindrospermopsin,Microcystin,Depth,LCMSMS_Cylindrospermopsin,LCMSMS_Microcystin
973,2018-09-26 11:30:00,LBP,0.083,0.044,0.0,,
974,2018-09-26 11:45:00,HT,0.054,0.074,0.0,,
975,2018-09-26 12:05:00,BO,0.057,0.091,0.0,,
976,2018-09-26 12:55:00,PK,0.083,0.076,0.0,,
977,2018-10-02 09:40:00,BCR,0.078,0.037,0.0,,
978,2018-10-02 10:30:00,LB,0.049,0.128,0.0,,
979,2018-10-02 10:35:00,LBP,0.077,0.032,0.0,,
980,2018-10-02 10:50:00,HT,0.029,0.074,0.0,,
981,2018-10-02 11:05:00,BO,0.049,0.05,0.0,,
982,2018-10-02 11:55:00,PK,0.071,0.024,0.0,,
983,2018-10-16 10:35:00,BCR,0.079,0.046,0.0,,
984,2018-10-16 10:15:00,PK,0.059,0.028,0.0,,
985,2018-10-23 10:00:00,PK,0.019,0.057,0.0,,
986,2018-10-23 10:25:00,BCR,0.032,0.044,0.0,,
987,2018-10-29 10:55:00,PK,0.045,0.048,0.0,,
988,2018-10-29 11:15:00,BCR,0.044,0.053,0.0,,
989,2018-11-05 10:55:00,PK,0.034,0.049,0.0,,
990,2018-11-05 11:10:00,BCR,0.059,0.108,0.0,,
991,2018-11-13 11:10:00,PK,0.025,0.026,0.0,,
992,2018-11-13 11:30:00,BCR,0.022,0.071,0.0,,
993,2018-11-19 10:00:00,PK,0.016,0.043,0.0,,
994,2018-11-19 10:20:00,BCR,0.021,0.046,0.0,,
995,2018-11-27 10:30:00,BCR,0.024,0.003,0.0,,
996,2018-11-27 10:50:00,PK,0.006,0.013,0.0,,
997,2018-12-04 10:40:00,PK,0.028,0.027,0.0,,
998,2018-12-04 11:00:00,BCR,0.021,0.028,0.0,,
999,2018-12-18 10:55:00,BCR,0.022,0.045,0.0,,
1000,2018-12-18 10:35:00,PK,0.018,0.054,0.0,,
1001,2019-03-05 10:50:00,LB,0.004,0.0,0.0,,
1002,2019-03-05 11:35:00,HT,0.007,0.0,0.0,,
1003,2019-03-05 12:00:00,BO,0.0,0.0,0.0,,
1004,2019-03-05 12:45:00,BCR,0.001,0.0,0.0,,
1005,2019-03-05 13:05:00,PK,0.003,0.0,0.0,,
1006,2019-03-05 14:00:00,MI,0.008,0.0,0.0,,
1007,2019-03-06 09:15:00,MI,0.011,0.006,0.0,,
1008,2019-03-06 09:55:00,CFE,0.007,0.0,0.0,,
1009,2019-03-12 11:50:00,AG,0.019,0.0,0.0,,
1010,2019-03-12 11:25:00,CFE,0.008,0.003,0.0,,
1011,2019-03-12 10:24:00,4W,0.01,0.0,0.0,,
1012,2019-03-12 10:25:00,4E,0.006,0.0,0.0,,
1013,2019-03-12 10:21:00,3W,0.013,0.0,0.0,,
1014,2019-03-12 10:20:00,1W,0.005,0.012,0.0,,
1015,2019-03-12 11:05:00,MI,0.009,0.001,0.0,,
1016,2019-03-12 10:30:00,PK,0.007,0.0,0.0,,
1017,2019-03-12 10:10:00,BCR,0.012,0.0,0.0,,
1018,2019-06-07 08:30:00,BCR,0.01,0.074,0.0,,
1019,2019-06-07 09:10:00,LB,0.008,0.152,0.0,,
1020,2019-06-07 09:15:00,LBS,0.022,0.119,21.0,,
1021,2019-06-07 09:25:00,LBP,0.004,0.082,159.0,,
1022,2019-06-07 09:50:00,HT,0.047,0.342,0.0,,
1023,2019-06-07 10:10:00,BO,0.058,0.446,0.0,,
1024,2019-06-07 07:15:00,MI,0.019,0.0,0.0,,
1025,2019-06-07 07:07:00,RF-I,0.026,0.067,0.0,,
1026,2019-06-07 07:05:00,RF-E,0.006,0.023,0.0,,
1027,2019-06-07 07:09:00,PS,0.016,0.004,0.0,,
1028,2019-06-07 07:08:00,1W,0.023,0.0,0.0,,
1029,2019-06-07 07:12:00,3W,0.03,0.0,0.0,,
1030,2019-06-07 07:13:00,4W,0.01,0.038,0.0,,
1031,2019-06-07 07:14:00,4E,0.015,0.017,0.0,,
1032,2019-06-07 07:23:00,CFE,0.019,0.019,0.0,,
1033,2019-06-07 07:52:00,AG,0.022,0.017,0.0,,
1034,2019-06-10 06:00:00,MI,0.004,0.047,0.0,,
1035,2019-06-10 06:37:00,RF-I,0.01,0.048,0.0,,
1036,2019-06-10 06:30:00,RF-E,0.0,0.014,0.0,,
1037,2019-06-10 06:41:00,PS,0.001,0.015,0.0,,
1038,2019-06-10 06:34:00,1W,0.0,0.026,0.0,,
1039,2019-06-10 06:45:00,3W,0.001,0.006,0.0,,
1040,2019-06-10 06:46:00,4W,0.0,0.005,0.0,,
1041,2019-06-10 06:47:00,4E,0.0,0.012,0.0,,
1042,2019-06-10 07:00:00,CFE,0.0,0.029,0.0,,
1043,2019-06-10 07:37:00,AG,0.001,0.013,0.0,,
1044,2019-06-10 08:45:00,PK,0.009,0.105,0.0,,
1045,2019-06-10 09:05:00,BCR,0.047,0.374,0.0,,
1046,2019-06-10 09:55:00,LB,0.117,0.856,0.0,,
1047,2019-06-10 10:05:00,LBS,0.112,1.11,21.0,,
1048,2019-06-10 10:15:00,LBP,0.0,0.062,159.0,,
1049,2019-06-10 10:46:00,HT,0.529,4.558,0.0,,
1050,2019-06-10 11:35:00,BO,0.441,2.408,0.0,,
1051,2019-06-11 08:00:00,PK,0.019,0.077,0.0,,
1052,2019-06-11 08:20:00,BCR,0.101,0.519,0.0,,
1053,2019-06-11 09:35:00,LB,0.123,0.738,0.0,,
1054,2019-06-11 09:40:00,LBS,0.209,0.667,21.0,,
1055,2019-06-11 09:55:00,LBP,0.004,0.022,159.0,,
1056,2019-06-11 10:30:00,HT,0.727,3.585,0.0,,
1057,2019-06-11 10:35:00,BO,0.539,5.0,0.0,,
1058,2019-06-11 06:35:00,CFE,0.0,0.027,0.0,,
1059,2019-06-11 07:00:00,MI,0.011,0.07,0.0,,
1060,2019-06-11 06:47:00,RF-I,0.005,0.05,0.0,,
1061,2019-06-11 06:46:00,RF-E,0.0,0.034,0.0,,
1062,2019-06-11 06:50:00,PS,0.008,0.085,0.0,,
1063,2019-06-11 06:48:00,1W,0.001,0.025,0.0,,
1064,2019-06-11 06:49:00,1E,0.001,0.034,0.0,,
1065,2019-06-11 06:52:00,3W,0.0,0.04,0.0,,
1066,2019-06-11 06:54:00,4W,0.006,0.066,0.0,,
1067,2019-06-11 06:55:00,4E,0.0,0.029,0.0,,
1068,2019-06-11 07:50:00,AG,0.01,0.012,0.0,,
1069,2019-06-12 06:37:00,MI,0.022,0.107,0.0,,
1070,2019-06-12 06:27:00,RF-I,0.014,0.084,0.0,,
1071,2019-06-12 06:26:00,RF-E,0.0,0.058,0.0,,
1072,2019-06-12 06:30:00,PS,0.013,0.022,0.0,,
1073,2019-06-12 06:29:00,1W,0.011,0.03,0.0,,
1074,2019-06-12 06:28:00,1E,0.007,0.015,0.0,,
1075,2019-06-12 06:32:00,3W,0.0,0.017,0.0,,
1076,2019-06-12 06:34:00,4W,0.0,0.017,0.0,,
1077,2019-06-12 06:35:00,4E,0.008,0.001,0.0,,
1078,2019-06-12 06:25:00,CFE,0.0,0.009,0.0,,
1079,2019-06-12 07:20:00,AG,0.0,0.0,0.0,,
1080,2019-06-12 09:00:00,PK,0.021,0.084,0.0,,
1081,2019-06-12 09:15:00,BCR,0.089,0.649,0.0,,
1082,2019-06-12 10:00:00,LB,0.195,1.242,0.0,,
1083,2019-06-12 10:10:00,LBS,0.103,0.758,21.0,,
1084,2019-06-12 10:20:00,LBP,0.0,0.027,159.0,,
1085,2019-06-12 11:00:00,HT,,5.0,0.0,,
1086,2019-06-12 11:50:00,BO,1.805,5.0,0.0,,
1087,2019-06-13 08:30:00,PK,0.032,0.158,0.0,,
1088,2019-06-13 08:45:00,BCR,0.054,0.358,0.0,,
1089,2019-06-13 09:30:00,LB,0.52,5.0,0.0,,
1090,2019-06-13 09:40:00,LBS,0.012,0.285,21.0,,
1091,2019-06-13 09:50:00,LBP,0.006,0.049,159.0,,
1092,2019-06-13 10:15:00,HT,0.302,1.138,0.0,,
1093,2019-06-13 10:45:00,BO,2.0,5.0,0.0,,
1094,2019-06-13 05:50:00,MI,0.032,0.137,0.0,,
1095,2019-06-13 05:32:00,RF-I,0.024,0.137,0.0,,
1096,2019-06-13 05:30:00,RF-E,0.003,0.029,0.0,,
1097,2019-06-13 05:36:00,PS,0.017,0.009,0.0,,
1098,2019-06-13 05:34:00,1W,0.007,0.008,0.0,,
1099,2019-06-13 05:35:00,1E,0.002,0.028,0.0,,
1100,2019-06-13 05:46:00,3W,0.0,0.049,0.0,,
1101,2019-06-13 05:42:00,4W,0.012,0.034,0.0,,
1102,2019-06-13 05:43:00,4E,0.006,0.023,0.0,,
1103,2019-06-13 05:25:00,CFE,0.003,0.015,0.0,,
1104,2019-06-13 06:34:00,AG,0.002,0.007,0.0,,
1105,2019-07-05 00:00:00,AG,0.019,0.023,,,
1106,2019-07-05 00:00:00,Sch.M,0.018,0.027,,,
1107,2019-07-05 00:00:00,PP,0.007,0.061,,,
1108,2019-07-05 00:00:00,MI,0.045,2.503,,,
1109,2019-07-05 00:00:00,RF-I,0.021,0.043,,,
1110,2019-07-05 00:00:00,RF-E,0.019,0.708,,,
1111,2019-07-05 00:00:00,PS,0.009,0.1,,,
1112,2019-07-05 00:00:00,1W,0.023,0.0,,,
1113,2019-07-05 00:00:00,1E,0.025,0.039,,,
1114,2019-07-05 00:00:00,3W,0.018,0.039,,,
1115,2019-07-05 00:00:00,3E,0.005,0.059,,,
1116,2019-07-05 00:00:00,CFE,0.013,0.054,,,
1117,2019-07-05 00:00:00,CFE,0.012,0.043,,,
1118,2019-07-05 00:00:00,4E,0.013,0.056,,,
1119,2019-07-05 00:00:00,LBP ,0.009,0.07,,,
1120,2019-07-05 00:00:00,BO ,0.095,0.557,,,
1121,2019-07-05 00:00:00,PK ,0.047,2.204,,,
1122,2019-07-05 00:00:00,HT ,0.081,3.236,,,
1123,2019-07-05 00:00:00,LB ,0.081,4.81,,,
1124,2019-07-05 00:00:00,LBS ,0.09,4.575,,,
1125,2019-07-05 00:00:00,BCR ,0.056,4.828,,,
1126,2019-07-06 00:00:00,AG,0.017,0.015,,,
1127,2019-07-06 00:00:00,Sch.M,0.017,0.019,,,
1128,2019-07-06 00:00:00,PP,0.009,0.069,,,
1129,2019-07-06 00:00:00,MI,0.04,1.961,,,
1130,2019-07-06 00:00:00,RF-I,0.02,0.591,,,
1131,2019-07-06 00:00:00,RF-E,0.014,0.032,,,
1132,2019-07-06 00:00:00,PS,0.011,0.082,,,
1133,2019-07-06 00:00:00,1W,0.019,0.013,,,
1134,2019-07-06 00:00:00,1E,0.02,0.038,,,
1135,2019-07-06 00:00:00,3W,0.013,0.027,,,
1136,2019-07-06 00:00:00,3E,0.003,0.067,,,
1137,2019-07-06 00:00:00,4E,0.009,0.013,,,
1138,2019-07-06 00:00:00,CFE,0.011,0.009,,,
1139,2019-07-06 00:00:00,CFE,0.009,0.006,,,
1140,2019-07-07 00:00:00,MI ,0.037,1.88,,,
1141,2019-07-07 00:00:00,RF-I,0.012,0.632,,,
1142,2019-07-07 00:00:00,RF-E,0.006,0.066,,,
1143,2019-07-07 00:00:00,PS,0.011,0.116,,,
1144,2019-07-07 00:00:00,1W,0.016,0.041,,,
1145,2019-07-07 00:00:00,1E,0.011,0.052,,,
1146,2019-07-07 00:00:00,3W,0.007,0.041,,,
1147,2019-07-07 00:00:00,3E,0.013,0.021,,,
1148,2019-07-07 00:00:00,4E,0.013,0.032,,,
1149,2019-07-07 00:00:00,CFE,0.012,0.03,,,
1150,2019-07-07 00:00:00,CFE,0.001,0.056,,,
1151,2019-07-07 00:00:00,PP,0.004,0.017,,,
1152,2019-07-07 00:00:00,Sch.M,0.006,0.041,,,
1153,2019-07-07 00:00:00,AG ,0.005,0.05,,,
1154,2019-07-08 00:00:00,MI,0.035,2.42,,,
1155,2019-07-08 00:00:00,RF-I,0.016,0.742,,,
1156,2019-07-08 00:00:00,RF-E,0.003,0.041,,,
1157,2019-07-08 00:00:00,PS,0.01,0.004,,,
1158,2019-07-08 00:00:00,1W,0.015,0.015,,,
1159,2019-07-08 00:00:00,1E,0.021,0.043,,,
1160,2019-07-08 00:00:00,3W,0.005,0.017,,,
1161,2019-07-08 00:00:00,3E,0.013,0.0,,,
1162,2019-07-08 00:00:00,4E,0.015,0.007,,,
1163,2019-07-08 00:00:00,CFE,0.018,0.013,,,
1164,2019-07-08 00:00:00,CFE,0.004,0.015,,,
1165,2019-07-08 00:00:00,PP,0.015,0.0,,,
1166,2019-07-08 00:00:00,Sch.M,0.019,0.0,,,
1167,2019-07-08 00:00:00,AG,0.027,0.021,,,
1168,2019-07-08 00:00:00,PK,0.104,1.31,,,
1169,2019-07-08 00:00:00,BCR,0.133,3.333,,,
1170,2019-07-08 00:00:00,LB,0.149,4.282,,,
1171,2019-07-08 00:00:00,LBS,0.169,4.928,,,
1172,2019-07-08 00:00:00,LBP,,0.038,,,
1173,2019-07-08 00:00:00,HT,0.149,4.045,,,
1174,2019-07-08 00:00:00,BO,0.123,0.49,,,
1175,2019-07-09 00:00:00,PK,0.03,1.056,,,
1176,2019-07-09 00:00:00,BCR,0.043,2.084,,,
1177,2019-07-09 00:00:00,LB,0.071,4.913,,,
1178,2019-07-09 00:00:00,LBS,0.081,3.266,,,
1179,2019-07-09 00:00:00,LBP,0.019,0.032,,,
1180,2019-07-09 00:00:00,HT,0.065,3.463,,,
1181,2019-07-09 00:00:00,BO,0.054,0.425,,,
1182,2019-07-09 00:00:00,MI,0.038,1.265,,,
1183,2019-07-09 00:00:00,RF-I,0.018,0.373,,,
1184,2019-07-09 00:00:00,RF-E,0.0,0.082,,,
1185,2019-07-09 00:00:00,PS,0.013,0.051,,,
1186,2019-07-09 00:00:00,1W,0.019,0.076,,,
1187,2019-07-09 00:00:00,1E,0.021,0.069,,,
1188,2019-07-09 00:00:00,3W,0.007,0.039,,,
1189,2019-07-09 00:00:00,3E,0.015,0.015,,,
1190,2019-07-09 00:00:00,4E,0.021,0.036,,,
1191,2019-07-09 00:00:00,CFE,0.021,0.032,,,
1192,2019-07-09 00:00:00,CFE,0.005,0.038,,,
1193,2019-07-09 00:00:00,PP,0.019,0.042,,,
1194,2019-07-09 00:00:00,Sch.M,0.023,0.02,,,
1195,2019-07-09 00:00:00,AG,0.024,0.027,,,
1196,2019-07-10 00:00:00,PK,0.049,1.04,,,
1197,2019-07-10 00:00:00,BCR,0.054,5.0,,,
1198,2019-07-10 00:00:00,LB,0.054,3.443,,,
1199,2019-07-10 00:00:00,LBS,0.098,5.0,,,
1200,2019-07-10 00:00:00,LBP,0.032,0.069,,,
1201,2019-07-10 00:00:00,HT,0.065,5.0,,,
1202,2019-07-10 00:00:00,BO,0.089,0.657,,,
1203,2019-07-10 00:00:00,MI,0.043,0.932,,,
1204,2019-07-10 00:00:00,RF-I,0.023,0.331,,,
1205,2019-07-10 00:00:00,RF-E,0.004,0.087,,,
1206,2019-07-10 00:00:00,PS,0.009,0.057,,,
1207,2019-07-10 00:00:00,1W,0.015,0.012,,,
1208,2019-07-10 00:00:00,1E,0.015,0.038,,,
1209,2019-07-10 00:00:00,3W,0.003,0.021,,,
1210,2019-07-10 00:00:00,3E,0.012,0.006,,,
1211,2019-07-10 00:00:00,4E,0.019,0.023,,,
1212,2019-07-10 00:00:00,CFE,0.019,0.019,,,
1213,2019-07-10 00:00:00,CFE,0.009,0.021,,,
1214,2019-07-10 00:00:00,PP,0.019,0.0,,,
1215,2019-07-10 00:00:00,Sch.M,0.021,0.007,,,
1216,2019-07-10 00:00:00,AG,0.029,0.015,,,
1217,2019-08-01 00:00:00,MI,,0.385,,,
1218,2019-08-01 00:00:00,RF-I,,0.105,,,
1219,2019-08-01 00:00:00,PS,,0.047,,,
1220,2019-08-01 00:00:00,1W,,0.017,,,
1221,2019-08-01 00:00:00,3W,,0.0,,,
1222,2019-08-01 00:00:00,3E,,0.0,,,
1223,2019-08-01 00:00:00,4E,,0.009,,,
1224,2019-08-01 00:00:00,CFE,,0.003,,,
1225,2019-08-01 00:00:00,CFE,,0.0,,,
1226,2019-08-01 00:00:00,PP,,0.0,,,
1227,2019-08-01 00:00:00,Sch.M,,0.0,,,
1228,2019-08-01 00:00:00,AG,,0.019,,,
1229,2019-08-01 00:00:00,BCR,0.064,1.286,,,
1230,2019-08-01 00:00:00,LB,0.002,1.184,,,
1231,2019-08-01 00:00:00,LBS,0.058,0.837,9.0,,
1232,2019-08-01 00:00:00,LBP,0.027,0.02,147.0,,
1233,2019-08-01 00:00:00,HT,0.059,0.0,,,
1234,2019-08-01 00:00:00,BO,0.002,0.091,,,
1235,2019-08-01 00:00:00,PK,0.026,0.393,,,
1236,2019-08-02 00:00:00,PK,,0.737,,,
1237,2019-08-02 00:00:00,BCR,,2.55,,,
1238,2019-08-02 00:00:00,MI,,0.503,,,
1239,2019-08-02 00:00:00,RF-I,,0.539,,,
1240,2019-08-02 00:00:00,RF-I,,0.509,,,
1241,2019-08-02 00:00:00,RF-E,,0.023,,,
1242,2019-08-02 00:00:00,PS,,0.0,,,
1243,2019-08-02 00:00:00,1W,,0.0,,,
1244,2019-08-02 00:00:00,3W,,0.0,,,
1245,2019-08-02 00:00:00,3E,,0.0,,,
1246,2019-08-02 00:00:00,4E,,0.0,,,
1247,2019-08-02 00:00:00,CFE,,0.0,,,
1248,2019-08-02 00:00:00,PP,,0.0,,,
1249,2019-08-02 00:00:00,Sch.M,,0.0,,,
1250,2019-08-02 00:00:00,AG,,0.026,,,
1251,2019-08-03 00:00:00,AG,,0.0,,,
1252,2019-08-03 00:00:00,Sch.M,,0.0,,,
1253,2019-08-03 00:00:00,PP,,0.044,,,
1254,2019-08-03 00:00:00,MI,,0.64,,,
1255,2019-08-03 00:00:00,RF-I,,0.315,,,
1256,2019-08-03 00:00:00,RF-E,,0.0,,,
1257,2019-08-03 00:00:00,PS,,0.011,,,
1258,2019-08-03 00:00:00,1W,,0.001,,,
1259,2019-08-03 00:00:00,3W,,0.0,,,
1260,2019-08-03 00:00:00,3E,,0.0,,,
1261,2019-08-03 00:00:00,4E,,0.007,,,
1262,2019-08-03 00:00:00,CFE,,0.0,,,
1263,2019-08-04 00:00:00,AG,,0.0,,,
1264,2019-08-04 00:00:00,Sch.M,,0.014,,,
1265,2019-08-04 00:00:00,PP,,0.003,,,
1266,2019-08-04 00:00:00,MI,,0.579,,,
1267,2019-08-04 00:00:00,RF-I,,0.378,,,
1268,2019-08-04 00:00:00,RF-E,,0.049,,,
1269,2019-08-04 00:00:00,PS,,0.101,,,
1270,2019-08-04 00:00:00,1W,,0.061,,,
1271,2019-08-04 00:00:00,4W,,0.0,,,
1272,2019-08-04 00:00:00,3W,,0.154,,,
1273,2019-08-04 00:00:00,3E,,0.161,,,
1274,2019-08-04 00:00:00,4W,,0.162,,,
1275,2019-08-04 00:00:00,4E,,0.101,,,
1276,2019-08-04 00:00:00,CFE,,0.181,,,
1277,2019-08-04 00:00:00,CFE,,0.15,,,
1278,2019-08-05 00:00:00,MI,0.035,0.474,,,
1279,2019-08-05 00:00:00,RF-I,0.023,0.358,,,
1280,2019-08-05 00:00:00,PS,,0.0,,,
1281,2019-08-05 00:00:00,1W,,0.0,,,
1282,2019-08-05 00:00:00,1E,,0.065,,,
1283,2019-08-05 00:00:00,3W,,0.0,,,
1284,2019-08-05 00:00:00,3E,,0.0,,,
1285,2019-08-05 00:00:00,4W,,0.0,,,
1286,2019-08-05 00:00:00,4E,,0.0,,,
1287,2019-08-05 00:00:00,CFE,,0.0,,,
1288,2019-08-05 00:00:00,PP,,0.0,,,
1289,2019-08-05 00:00:00,Sch.M,,0.0,,,
1290,2019-08-05 00:00:00,AG,,0.0,,,
1291,2019-08-05 00:00:00,BCR,,1.869,,,
1292,2019-08-05 00:00:00,PK,,0.526,,,
1293,2019-08-06 00:00:00,MI,,0.411,,,
1294,2019-08-06 00:00:00,RF-I,,0.213,,,
1295,2019-08-06 00:00:00,PS,,0.0,,,
1296,2019-08-06 00:00:00,1E,,0.0,,,
1297,2019-08-06 00:00:00,3W,,0.0,,,
1298,2019-08-06 00:00:00,3E,,0.0,,,
1299,2019-08-06 00:00:00,4W,,0.0,,,
1300,2019-08-06 00:00:00,4E,,0.0,,,
1301,2019-08-06 00:00:00,CFE,,0.0,,,
1302,2019-08-06 00:00:00,CFE,,0.083,,,
1303,2019-08-06 00:00:00,PP,,0.0,,,
1304,2019-08-06 00:00:00,Sch.M,,0.0,,,
1305,2019-08-06 00:00:00,AG,,0.0,,,
1306,2019-08-06 00:00:00,BCR,0.073,2.027,,,
1307,2019-08-06 00:00:00,LB,0.072,1.488,,,
1308,2019-08-06 00:00:00,LBS,0.012,1.603,7.0,,
1309,2019-08-06 00:00:00,LBP,0.025,0.041,145.0,,
1310,2019-08-06 00:00:00,HT,0.086,0.738,,,
1311,2019-08-06 00:00:00,BO,0.058,0.22,,,
1312,2019-08-06 00:00:00,PK,0.008,0.577,,,
1313,2019-08-07 00:00:00,MI,,0.62,,,
1314,2019-08-07 00:00:00,RF-I,,0.303,,,
1315,2019-08-07 00:00:00,PS,,0.077,,,
1316,2019-08-07 00:00:00,1E,,0.015,,,
1317,2019-08-07 00:00:00,3W,,0.036,,,
1318,2019-08-07 00:00:00,3E,,0.058,,,
1319,2019-08-07 00:00:00,4W,,0.058,,,
1320,2019-08-07 00:00:00,4E,,0.031,,,
1321,2019-08-07 00:00:00,CFE,,0.026,,,
1322,2019-08-07 00:00:00,CFE,,0.089,,,
1323,2019-08-07 00:00:00,PP,,0.0,,,
1324,2019-08-07 00:00:00,Sch.M,,0.0,,,
1325,2019-08-07 00:00:00,AG,,0.035,,,
1326,2019-08-07 00:00:00,PK,,0.643,,,
1327,2019-08-07 00:00:00,BCR,,3.511,,,
1328,2019-08-08 00:00:00,BCR,0.044,4.372,,,
1329,2019-08-08 00:00:00,LB,0.045,2.742,,,
1330,2019-08-08 00:00:00,LBS,0.007,2.886,7.0,,
1331,2019-08-08 00:00:00,LBP,0.003,0.0,145.0,,
1332,2019-08-08 00:00:00,HT,0.031,1.181,,,
1333,2019-08-08 00:00:00,BO,0.019,0.259,,,
1334,2019-08-08 00:00:00,PK,0.016,1.691,,,
1335,2019-08-08 00:00:00,MI,,1.258,,,
1336,2019-08-08 00:00:00,RF-I,,0.377,,,
1337,2019-08-08 00:00:00,PS,,0.0,,,
1338,2019-08-08 00:00:00,1E,,0.0,,,
1339,2019-08-08 00:00:00,3W,,0.0,,,
1340,2019-08-08 00:00:00,3E,,0.0,,,
1341,2019-08-08 00:00:00,4W,,0.0,,,
1342,2019-08-08 00:00:00,4E,,0.0,,,
1343,2019-08-08 00:00:00,CFE,,0.021,,,
1344,2019-08-08 00:00:00,CFE,,0.0,,,
1345,2019-08-08 00:00:00,PP,,0.0,,,
1346,2019-08-08 00:00:00,Sch.M,,0.0,,,
1347,2019-08-08 00:00:00,AG,,0.067,,,
1348,2019-05-07 07:30:00,MI,0.003,0.004,0.0,,
1349,2019-05-07 07:24:00,RF-E,0.006,0.014,0.0,,
1350,2019-05-07 07:33:00,PS,0.0,0.014,0.0,,
1351,2019-05-07 07:30:00,1W-E,0.006,0.022,0.0,,
1352,2019-05-07 07:40:00,3W-E,0.002,0.007,0.0,,
1353,2019-05-07 07:43:00,4W-E,0.0,0.014,0.0,,
1354,2019-05-07 07:15:00,CFE,0.001,0.0,0.0,,
1355,2019-05-07 06:45:00,AG,0.0,0.0,0.0,,
1356,2019-05-07 08:35:00,BCR,0.004,0.016,0.0,,
1357,2019-05-07 10:05:00,LB,0.011,0.007,0.0,,
1358,2019-05-07 10:15:00,LBS,0.006,0.005,21.0,,
1359,2019-05-07 10:25:00,LBP,0.008,0.0,159.0,,
1360,2019-05-07 10:50:00,HT,0.006,0.009,0.0,,
1361,2019-05-07 11:20:00,BO,0.003,0.009,0.0,,
1362,2019-05-07 12:25:00,PK,0.006,0.0,0.0,,
1363,2019-10-29 00:00:00,MI,0.011,0.01,,,
1364,2019-10-29 00:00:00,3W,0.005,0.021,,,
1365,2019-10-29 00:00:00,3E,0.007,0.015,,,
1366,2019-10-29 00:00:00,4E,0.001,0.034,,,
1367,2019-10-29 00:00:00,CFE,0.001,0.004,,,
1368,2019-10-29 00:00:00,AG,0.004,0.019,,,
1369,2019-10-30 00:00:00,BCR,0.009,0.044,,,
1370,2019-10-30 00:00:00,LB,0.011,0.095,,,
1371,2019-10-30 00:00:00,LBP,0.013,0.034,100.0,,
1372,2019-10-30 00:00:00,HT,0.009,0.038,,,
1373,2019-10-30 00:00:00,BO,0.011,0.049,,,
1374,2019-10-30 00:00:00,PK,,0.089,,,
1375,2019-10-31 00:00:00,MI,,0.01,,,
1376,2019-10-31 00:00:00,3W,,0.029,,,
1377,2019-10-31 00:00:00,3E,,0.026,,,
1378,2019-10-31 00:00:00,4E,,0.045,,,
1379,2019-10-31 00:00:00,CFE,,0.008,,,
1380,2019-10-31 00:00:00,AG,,0.021,,,
1381,2019-04-24 10:30:00,MI,0.0,0.02,0.0,,
1382,2019-04-24 10:45:00,4W,0.02,0.042,0.0,,
1383,2019-04-24 11:10:00,1E,0.017,0.057,0.0,,
1384,2019-04-30 11:35:00,BO,0.0,0.018,0.0,,
1385,2019-04-30 11:05:00,HT,0.0,0.071,0.0,,
1386,2019-04-30 10:20:00,LB,0.0,0.038,0.0,,
1387,2019-04-30 10:25:00,LBS,0.002,0.076,21.0,,
1388,2019-04-30 10:40:00,LBP,0.002,0.072,159.0,,
1389,2019-04-30 09:25:00,BCR,0.001,0.096,0.0,,
1390,2019-04-30 12:03:00,PK,0.0,0.088,0.0,,
1391,2019-04-30 13:15:00,MI,0.003,0.045,0.0,,
1392,2019-04-30 13:45:00,AG,0.002,0.045,0.0,,
1393,2019-04-30 13:05:00,CFE,0.0,0.056,0.0,,
1394,2019-05-01 10:00:00,RF-E,0.009,0.004,0.0,,
1395,2019-05-01 10:17:00,PS,0.02,0.044,0.0,,
1396,2019-05-01 10:15:00,1E-E,0.005,0.017,0.0,,
1397,2019-05-01 10:30:00,3W-E,0.021,0.005,0.0,,
1398,2019-05-01 10:25:00,4W-E,0.023,0.037,0.0,,
1399,2019-05-01 09:00:00,4W,0.026,0.039,0.0,,
1400,2019-05-01 09:30:00,3W,0.035,0.051,0.0,,
1401,2019-05-01 10:45:00,1E,0.02,0.05,0.0,,
1402,2019-06-14 00:00:00,LBP,0.0,0.0,159.0,,
1403,2019-06-14 00:00:00,LBS,0.006,0.848,21.0,,
1404,2019-06-14 00:00:00,PK,0.01,0.145,,,
1405,2019-06-14 00:00:00,BCR,0.011,0.649,,,
1406,2019-06-14 00:00:00,HT,0.281,2.147,,,
1407,2019-06-14 00:00:00,LB,0.029,1.163,,,
1408,2019-06-14 00:00:00,BO,0.359,1.251,,,
1409,2019-06-14 00:00:00,MI,0.035,0.208,,,
1410,2019-06-14 00:00:00,RF-I,0.031,0.188,,,
1411,2019-06-14 00:00:00,RF-E,0.001,0.072,,,
1412,2019-06-14 00:00:00,PS,0.012,0.056,,,
1413,2019-06-14 00:00:00,1W,0.012,0.045,,,
1414,2019-06-14 00:00:00,1E,0.009,0.037,,,
1415,2019-06-14 00:00:00,3W,0.0,0.085,,,
1416,2019-06-14 00:00:00,4W,0.008,0.025,,,
1417,2019-06-14 00:00:00,4E,0.008,0.019,,,
1418,2019-06-14 00:00:00,CFE,0.003,0.028,,,
1419,2019-06-14 00:00:00,CFE,0.007,0.085,,,
1420,2019-06-14 00:00:00,AG,0.005,0.003,,,
1421,2019-06-15 00:00:00,AG,0.006,0.03,,,
1422,2019-06-15 00:00:00,MI,0.02,0.105,,,
1423,2019-06-15 00:00:00,CFE,0.007,0.001,,,
