,Time,Site,Depth,Ammonia,Nitrxtes,Organophosphates,TotalNit,TotalPhos
0,2018-01-03 10:10:00,1E,,,0.128,0.008,0.221,0.012
1,2018-01-10 10:45:00,1E,,,0.094,0.012,0.165,0.015
2,2018-01-17 11:20:00,1E,,,0.063,0.006,0.204,0.021
3,2018-01-24 12:04:00,1E,,,0.082,0.012,0.159,0.016
4,2018-01-31 10:55:00,1E,,,0.071,0.006,0.176,0.02
5,2018-02-07 10:25:00,1E,,,0.04,0.014,0.074,0.017
6,2018-02-14 10:30:00,1E,,,0.046,0.008,0.12,0.015
7,2018-04-04 11:05:00,1E,,,0.052,0.009,0.096,0.017
8,2018-04-11 11:05:00,1E,,,0.077,0.009,0.344,0.036
9,2018-04-18 11:05:00,1E,,,0.067,0.01,0.136,0.009
10,2018-04-25 10:35:00,1E,,,0.01,0.018,0.072,0.008
11,2017-02-01 13:02:00,1E,,,0.059,0.02,0.114,0.012
12,2017-02-08 10:35:00,1E,,,0.141,0.001,0.225,0.012
13,2017-02-15 12:08:00,1E,,,0.068,0.014,0.118,0.016
14,2017-02-22 11:45:00,1E,,,0.101,0.013,0.177,0.022
15,2017-02-28 11:25:00,1E,,,0.089,0.009,0.129,0.016
16,2017-03-08 10:28:00,1E,,,0.098,0.016,0.194,0.025
17,2017-03-15 12:30:00,1E,,,0.075,0.012,0.114,0.017
18,2017-03-21 11:37:00,1E,,,0.035,0.012,0.106,0.019
19,2017-03-29 11:28:00,1E,,,0.041,0.01,0.047,0.015
20,2017-05-03 13:05:00,1E,,,0.011,0.008,0.076,0.009
21,2017-05-10 13:02:00,1E,,,0.0,0.01,0.06,0.01
22,2017-05-17 11:12:00,1E,,,0.019,0.014,0.065,0.011
23,2017-06-13 11:00:00,1E,,0.071,0.01,0.006,0.063,0.008
24,2017-06-21 10:20:00,1E,,,0.003,0.106,0.12,0.021
25,2017-06-28 09:00:00,1E,,,0.003,0.009,0.161,0.018
26,2017-07-06 11:20:00,1E,,,0.0,0.005,0.038,0.017
27,2017-07-12 11:40:00,1E,,,0.008,0.01,0.1,0.014
28,2017-07-19 10:40:00,1E,,,0.008,0.028,0.029,0.014
29,2017-07-26 09:40:00,1E,,,0.003,0.012,0.104,0.013
30,2017-08-02 10:20:00,1E,,,0.016,0.011,0.096,0.019
31,2017-08-09 11:15:00,1E,,,0.013,0.013,0.07,0.012
32,2017-08-16 11:15:00,1E,,,0.009,0.013,0.058,0.008
33,2017-08-23 12:30:00,1E,,,0.008,0.008,0.053,0.011
34,2017-08-30 10:53:00,1E,,,0.007,0.009,0.107,0.007
35,2017-09-05 10:12:00,1E,,,0.009,0.009,0.037,0.016
36,2017-09-13 10:55:00,1E,,,0.012,0.015,0.052,0.011
37,2017-09-20 11:25:00,1E,,,0.012,0.01,0.115,0.003
38,2017-12-06 12:00:00,1E,,,0.065,0.015,0.15,0.014
39,2017-12-13 10:10:00,1E,,,0.044,0.005,0.135,0.014
40,2017-12-26 11:43:00,1E,,,0.096,0.008,0.152,0.016
41,2016-01-27 10:33:00,1E,,,0.07,0.0403,0.15,0.0114
42,2016-02-03 11:13:00,1E,,,0.067,0.0089,0.118,0.0154
43,2016-02-10 11:05:00,1E,,,0.054,0.01,0.125,0.013
44,2016-02-17 10:30:00,1E,,,0.124,0.007,0.143,0.02
45,2016-03-02 10:24:00,1E,,,0.046,0.011,0.054,0.016
46,2016-03-09 10:21:00,1E,,,0.022,0.012,0.071,0.021
47,2016-05-04 11:02:00,1E,,,0.003,0.01,0.056,0.015
48,2016-05-10 11:04:00,1E,,,0.002,0.012,0.034,0.02
49,2016-05-18 10:53:00,1E,,0.011,0.002,0.016,0.052,0.012
50,2016-05-25 11:16:00,1E,,,-0.002,0.011,0.051,0.013
51,2016-06-01 11:04:00,1E,,0.0105,0.003,0.017,0.014,0.021
52,2016-06-08 11:20:00,1E,,,0.005,0.011,0.094,0.019
53,2016-06-15 11:24:00,1E,,,-0.001,0.012,0.062,0.011
54,2016-06-22 11:52:00,1E,,,0.003,0.004,0.074,0.013
55,2016-06-29 11:15:00,1E,,,0.006,0.006,0.053,0.009
56,2016-07-06 11:54:00,1E,,,0.004,0.005,0.067,0.013
57,2016-09-07 11:32:00,1E,,,0.004,0.024,0.155,0.026
58,2016-09-14 10:30:00,1E,,,0.005,0.01,0.113,0.016
59,2016-09-21 10:59:00,1E,,,0.007,0.007,0.088,0.01
60,2016-09-28 11:27:00,1E,,,0.011,0.012,0.104,0.015
61,2016-10-05 10:51:00,1E,,,0.01,0.009,0.05,0.01
62,2016-10-12 11:30:00,1E,,,0.056,0.008,0.087,0.006
63,2016-10-18 11:15:00,1E,,,0.201,0.006,0.259,0.009
64,2016-10-26 12:58:00,1E,,,0.052,0.009,0.173,0.013
65,2016-11-02 11:35:00,1E,,,0.045,0.011,0.115,0.015
66,2016-11-09 09:37:00,1E,,,0.052,0.007,0.141,0.029
67,2016-11-16 12:10:00,1E,,,0.118,0.013,0.284,0.011
68,2016-11-22 10:50:00,1E,,,0.053,0.012,0.137,0.011
69,2016-12-07 12:26:00,1E,,,0.073,0.012,0.09,0.017
70,2016-12-14 10:55:00,1E,,,0.117,0.011,0.131,0.011
71,2016-12-19 10:45:00,1E,,,0.118,0.008,0.1,0.012
72,2016-12-28 12:30:00,1E,,,0.09,0.014,0.248,0.03
73,2017-01-18 12:07:00,1E,,,0.108,0.012,0.146,0.013
74,2017-01-25 11:26:00,1E,,,0.115,0.009,0.172,0.011
75,2017-01-18 11:42:00,4E,,,0.103,0.012,0.151,0.016
76,2017-01-25 11:10:00,4E,,,0.114,0.009,0.165,0.013
77,2018-01-10 10:50:00,1W,,,0.097,0.013,0.228,0.013
78,2018-01-17 11:20:00,1W,,,0.065,0.011,0.206,0.021
79,2018-01-24 12:05:00,1W,,,0.086,0.013,0.192,0.015
80,2018-01-31 10:50:00,1W,,,0.075,0.012,0.158,0.015
81,2018-02-07 10:20:00,1W,,,0.046,0.015,0.071,0.013
82,2018-02-14 10:25:00,1W,,,0.06,0.007,0.087,0.013
83,2018-03-07 11:45:00,1W,,,0.064,0.009,0.11,0.014
84,2018-03-14 11:30:00,1W,,,0.075,0.008,0.11,0.007
85,2018-03-21 10:10:00,1W,,,0.055,0.005,0.139,0.012
86,2018-03-29 10:55:00,1W,,,0.103,0.018,0.277,0.036
87,2018-04-04 11:00:00,1W,,,0.047,0.015,0.096,0.017
88,2018-04-11 11:00:00,1W,,,0.076,0.012,0.14,0.005
89,2018-04-18 11:00:00,1W,,,0.07,0.012,0.189,0.013
90,2017-07-12 11:40:00,1W,,,0.008,0.009,0.06,0.013
91,2017-07-19 10:40:00,1W,,,0.011,0.034,0.105,0.016
92,2017-07-26 09:45:00,1W,,,0.003,0.011,0.175,0.016
93,2017-08-02 10:15:00,1W,,,0.012,0.01,0.094,0.012
94,2017-08-09 11:12:00,1W,,,0.006,0.011,0.087,0.009
95,2017-08-16 11:12:00,1W,,,0.014,0.012,0.088,0.015
96,2017-08-23 12:25:00,1W,,,0.007,0.007,0.072,0.012
97,2017-08-30 10:52:00,1W,,,0.003,0.007,0.113,0.011
98,2017-09-05 10:23:00,1W,,,0.004,0.004,0.031,0.015
99,2017-09-13 10:50:00,1W,,,0.006,0.014,0.026,0.012
100,2017-09-20 11:20:00,1W,,,0.009,0.01,0.107,0.003
101,2016-03-02 10:31:00,1W,,,0.054,0.013,0.044,0.014
102,2016-03-09 10:28:00,1W,,,0.042,0.014,0.042,0.014
103,2016-03-16 11:25:00,1W,,,0.092,0.007,0.166,0.013
104,2016-03-23 09:46:00,1W,,,0.054,0.014,0.101,0.016
105,2016-05-25 11:20:00,1W,,,0.001,0.012,0.039,0.01
106,2016-06-01 11:06:00,1W,,0.0111,0.003,0.02,0.33,0.089
107,2016-06-08 11:21:00,1W,,,0.003,0.025,0.138,0.037
108,2016-06-15 11:31:00,1W,,,-0.001,0.012,0.074,0.014
109,2016-06-22 11:53:00,1W,,,0.006,0.006,0.208,0.047
110,2016-06-29 11:16:00,1W,,,0.006,0.006,0.213,0.027
111,2016-07-06 12:02:00,1W,,,0.007,0.008,0.09,0.01
112,2016-07-13 11:53:00,1W,,,0.025,0.008,0.494,0.139
113,2016-07-19 10:22:00,1W,,,0.066,0.014,0.133,0.006
114,2016-07-27 12:14:00,1W,,,0.018,0.007,0.147,0.015
115,2016-08-03 11:43:00,1W,,,0.003,0.005,0.059,0.007
116,2018-01-03 10:20:00,3E,,,0.13,0.008,0.21,0.01
117,2018-03-07 11:38:00,3E,,,0.068,0.013,0.17,0.021
118,2018-03-14 11:35:00,3E,,,0.08,0.009,0.137,0.013
119,2018-03-21 10:25:00,3E,,,0.059,0.012,0.143,0.016
120,2018-03-29 11:05:00,3E,,,0.09,0.016,0.144,0.017
121,2017-02-01 12:55:00,3E,,,0.063,0.022,0.149,0.011
122,2017-02-08 10:30:00,3E,,,0.117,0.001,0.237,0.012
123,2017-02-15 12:00:00,3E,,,0.059,0.015,0.156,0.02
124,2017-02-22 11:30:00,3E,,,0.111,0.011,0.152,0.019
125,2017-02-28 11:15:00,3E,,,0.094,0.01,0.13,0.015
126,2017-03-08 10:20:00,3E,,,0.1,0.017,0.155,0.016
127,2017-03-15 12:10:00,3E,,,0.063,0.01,0.135,0.018
128,2017-03-21 11:25:00,3E,,,0.042,0.013,0.421,0.083
129,2017-04-05 10:26:00,3E,,,0.042,0.016,0.042,0.011
130,2017-04-12 11:45:00,3E,,,0.017,0.011,0.015,0.013
131,2017-04-19 12:25:00,3E,,,0.007,0.009,0.065,0.02
132,2017-04-26 12:17:00,3E,,,0.048,0.009,0.097,0.041
133,2017-05-03 12:50:00,3E,,,0.008,0.019,0.118,0.024
134,2017-05-10 12:54:00,3E,,,0.001,0.01,0.074,0.011
135,2017-05-17 11:05:00,3E,,,0.024,0.007,0.113,0.017
136,2017-05-25 11:55:00,3E,,,0.009,0.011,0.051,0.011
137,2017-07-12 11:50:00,3E,,,0.008,0.011,0.132,0.014
138,2017-07-19 11:00:00,3E,,,0.009,0.024,0.078,0.015
139,2017-07-26 09:55:00,3E,,,0.003,0.012,0.072,0.011
140,2017-08-02 10:30:00,3E,,,0.002,0.011,0.111,0.022
141,2017-08-09 11:30:00,3E,,,0.003,0.01,0.068,0.009
142,2017-08-16 11:35:00,3E,,,0.009,0.013,0.047,0.01
143,2017-08-23 12:20:00,3E,,,0.005,0.007,0.111,0.013
144,2017-09-13 10:45:00,3E,,,0.002,0.014,0.032,0.011
145,2017-09-27 10:02:00,3E,,,0.002,0.01,0.35,0.135
146,2017-10-04 11:40:00,3E,,,0.005,0.008,0.056,0.014
147,2017-10-11 11:20:00,3E,,,0.001,0.012,0.071,0.016
148,2017-10-18 11:40:00,3E,,,0.009,0.12,0.064,0.008
149,2017-10-25 10:45:00,3E,,,0.126,0.01,0.261,0.04
150,2017-11-01 13:05:00,3E,,,0.026,0.077,0.108,0.024
151,2017-11-08 10:16:00,3E,,,0.028,0.011,0.087,0.017
152,2017-11-15 10:55:00,3E,,,0.034,0.014,0.208,0.074
153,2017-11-21 11:12:00,3E,,,0.025,0.008,0.189,0.023
154,2017-11-27 11:05:00,3E,,,0.014,0.01,0.153,0.017
155,2017-12-06 12:10:00,3E,,,0.069,0.023,0.131,0.015
156,2017-12-13 10:18:00,3E,,,0.044,0.006,0.128,0.015
157,2017-12-26 11:28:00,3E,,,0.099,0.007,0.138,0.012
158,2016-01-20 10:36:00,3E,,,0.123,0.011,0.182,0.014
159,2016-01-27 10:25:00,3E,,,0.07,0.0484,0.128,0.0142
160,2016-02-03 11:01:00,3E,,,0.07,0.0089,0.115,0.0151
161,2016-02-10 10:59:00,3E,,,0.068,0.008,0.125,0.011
162,2016-02-17 10:16:00,3E,,,0.125,0.012,0.12,0.017
163,2016-03-30 11:01:00,3E,,,0.037,0.007,0.21,0.015
164,2016-04-06 11:14:00,3E,,,0.0,0.006,0.199,0.021
165,2016-04-13 10:47:00,3E,,,0.002,0.013,0.309,0.073
166,2016-04-20 10:44:00,3E,,,0.002,0.009,0.539,0.081
167,2016-04-27 10:52:00,3E,,,0.015,0.01,0.066,0.014
168,2016-05-04 11:01:00,3E,,,0.007,0.012,0.029,0.017
169,2016-05-10 10:59:00,3E,,,0.002,0.01,0.061,0.018
170,2016-05-18 10:39:00,3E,,0.013,0.003,0.016,0.037,0.017
171,2016-05-25 11:06:00,3E,,,0.006,0.011,0.027,0.007
172,2016-08-03 11:31:00,3E,,,0.004,0.006,0.049,0.012
173,2016-08-10 00:00:00,3E,,,0.004,0.006,0.045,0.008
174,2016-08-17 14:25:00,3E,,,0.002,0.011,0.066,0.007
175,2016-08-24 10:55:00,3E,,,0.004,0.012,-0.038,0.012
176,2016-08-30 12:42:00,3E,,,0.002,0.007,0.019,0.014
177,2016-09-07 11:28:00,3E,,,0.024,0.044,0.071,0.012
178,2016-09-14 10:19:00,3E,,,0.006,0.011,0.082,0.011
179,2016-09-21 10:48:00,3E,,,0.01,0.019,0.097,0.011
180,2016-09-28 11:20:00,3E,,,0.0,0.015,0.1,0.018
181,2016-10-05 10:14:00,3E,,,0.01,0.011,0.139,0.02
182,2016-10-12 11:18:00,3E,,,0.058,0.007,0.1,0.01
183,2016-10-18 11:07:00,3E,,,0.21,0.008,0.303,0.014
184,2016-10-26 12:52:00,3E,,,0.055,0.01,0.125,0.013
185,2016-11-02 11:20:00,3E,,,0.044,0.011,0.144,0.015
186,2016-11-09 09:34:00,3E,,,0.057,0.008,0.171,0.05
187,2016-11-16 12:05:00,3E,,,0.131,0.008,0.247,0.015
188,2016-11-22 11:04:00,3E,,,0.057,0.012,0.119,0.013
189,2016-12-28 12:20:00,3E,,,0.105,0.012,0.203,0.013
190,2017-01-04 09:46:00,3E,,,0.093,0.013,0.119,0.009
191,2017-01-11 11:50:00,3E,,,0.12,0.015,0.182,0.018
192,2017-01-18 11:53:00,3E,,,0.104,0.012,0.162,0.02
193,2017-01-25 11:17:00,3E,,,0.104,0.009,0.15,0.012
194,2018-01-03 10:15:00,3W,,,0.127,0.009,0.211,0.009
195,2018-01-10 10:40:00,3W,,,0.095,0.012,0.221,0.016
196,2018-01-17 11:27:00,3W,,,0.066,0.011,0.178,0.021
197,2018-01-24 11:59:00,3W,,,0.082,0.011,0.166,0.021
198,2018-03-21 10:20:00,3W,,,0.059,0.007,0.089,0.014
199,2018-03-29 11:00:00,3W,,,0.099,0.017,0.167,0.022
200,2018-04-04 11:15:00,3W,,,0.045,0.009,0.105,0.021
201,2018-04-11 11:10:00,3W,,,0.003,0.009,0.141,0.01
202,2018-04-18 11:10:00,3W,,,0.055,0.009,0.224,0.026
203,2018-04-25 10:40:00,3W,,,0.002,0.017,0.193,0.028
204,2017-02-01 12:57:00,3W,,,0.061,0.019,0.174,0.015
205,2017-02-08 10:32:00,3W,,,0.127,0.001,0.268,0.018
206,2017-02-15 12:05:00,3W,,,0.041,0.011,0.24,0.038
207,2017-02-22 11:35:00,3W,,,0.103,0.01,0.212,0.024
208,2017-02-28 11:17:00,3W,,,0.063,0.008,0.205,0.028
209,2017-03-08 10:22:00,3W,,,0.105,0.016,0.26,0.029
210,2017-03-15 12:15:00,3W,,,0.047,0.008,0.196,0.025
211,2017-04-12 11:47:00,3W,,,0.01,0.009,0.034,0.016
212,2017-04-19 12:30:00,3W,,,0.009,0.008,0.045,0.01
213,2017-04-26 12:20:00,3W,,,0.046,0.012,0.09,0.035
214,2017-05-03 12:55:00,3W,,,0.006,0.017,0.584,0.191
215,2017-05-30 11:10:00,3W,,,0.004,0.017,0.448,0.091
216,2017-06-13 11:15:00,3W,,0.009,0.009,0.008,0.116,0.019
217,2017-06-21 10:30:00,3W,,,0.003,0.013,0.134,0.014
218,2017-06-28 09:20:00,3W,,,0.002,0.009,0.198,0.025
219,2017-07-06 11:35:00,3W,,,0.001,0.003,0.163,0.034
220,2017-07-12 11:50:00,3W,,,0.007,0.009,0.129,0.018
221,2017-07-19 11:00:00,3W,,,0.01,0.03,0.148,0.017
222,2017-07-26 09:50:00,3W,,,0.004,0.012,0.166,0.017
223,2017-08-02 10:25:00,3W,,,0.004,0.011,0.097,0.012
224,2017-08-09 11:26:00,3W,,,0.009,0.01,0.058,0.011
225,2017-08-16 11:30:00,3W,,,0.004,0.011,0.119,0.012
226,2017-08-23 12:15:00,3W,,,0.001,0.007,0.263,0.066
227,2017-08-30 11:00:00,3W,,,0.006,0.01,0.115,0.009
228,2017-09-05 10:10:00,3W,,,0.005,0.006,0.047,0.016
229,2017-09-27 10:00:00,3W,,,0.003,0.01,0.35,0.135
230,2017-10-04 11:40:00,3W,,,0.001,0.052,0.045,0.013
231,2017-10-11 11:20:00,3W,,,0.0,0.012,0.071,0.018
232,2017-10-18 11:40:00,3W,,,0.003,0.015,0.092,0.009
233,2017-10-25 10:47:00,3W,,,0.136,0.01,0.204,0.027
234,2017-11-01 13:00:00,3W,,,0.021,0.008,0.133,0.028
235,2017-11-08 10:15:00,3W,,,0.024,0.011,0.092,0.019
236,2017-11-15 10:55:00,3W,,,0.031,0.013,0.13,0.024
237,2017-11-21 11:10:00,3W,,,0.034,0.007,0.198,0.027
238,2017-11-27 11:05:00,3W,,,0.019,0.011,0.163,0.017
239,2017-12-06 12:10:00,3W,,,0.068,0.034,0.158,0.016
240,2017-12-13 10:18:00,3W,,,0.041,0.006,0.146,0.03
241,2017-12-26 11:30:00,3W,,,0.104,0.009,0.415,0.021
242,2016-01-20 10:40:00,3W,,,0.115,0.011,0.161,0.0138
243,2016-03-09 10:12:00,3W,,,0.044,0.014,0.047,0.019
244,2016-03-16 11:13:00,3W,,,0.078,0.006,0.176,0.017
245,2016-03-23 09:37:00,3W,,,0.033,0.018,0.153,0.035
246,2016-03-30 11:10:00,3W,,,0.028,0.009,0.156,0.024
247,2016-04-06 11:21:00,3W,,,-0.001,0.007,0.234,0.017
248,2016-04-13 10:54:00,3W,,,0.004,0.013,0.064,0.024
249,2016-04-20 10:52:00,3W,,,0.002,0.002,0.14,0.032
250,2016-04-27 10:59:00,3W,,,0.017,0.009,0.039,0.01
251,2016-06-01 10:54:00,3W,,0.0095,0.006,0.016,0.076,0.029
252,2016-06-08 11:05:00,3W,,,0.004,0.004,0.11,0.02
253,2016-06-15 11:18:00,3W,,,-0.002,0.014,0.061,0.008
254,2016-06-22 11:48:00,3W,,,0.001,0.006,0.098,0.015
255,2016-06-29 11:07:00,3W,,,0.004,0.006,0.081,0.013
256,2016-07-06 11:49:00,3W,,,0.008,0.007,0.07,0.007
257,2016-07-13 11:47:00,3W,,,0.028,0.008,0.11,0.009
258,2016-07-19 10:16:00,3W,,,0.064,0.017,0.561,0.096
259,2016-07-27 12:06:00,3W,,,0.02,0.008,0.084,0.009
260,2016-08-03 11:34:00,3W,,,0.005,0.006,0.06,0.009
261,2016-08-10 00:00:00,3W,,,0.004,0.007,0.036,0.007
262,2016-08-16 15:53:00,3W,,,0.001,0.009,0.073,0.008
263,2016-08-24 10:57:00,3W,,,0.005,0.009,-0.025,0.01
264,2016-08-30 12:44:00,3W,,,0.007,0.003,0.004,0.012
265,2016-11-22 11:06:00,3W,,,0.061,0.014,0.145,0.011
266,2016-12-07 12:17:00,3W,,,0.072,0.014,0.225,0.076
267,2016-12-14 10:50:00,3W,,,0.118,0.01,0.145,0.014
268,2016-12-19 10:37:00,3W,,,0.124,0.011,0.124,0.014
269,2016-12-28 12:25:00,3W,,,0.101,0.016,0.18,0.013
270,2017-01-04 09:48:00,3W,,,0.087,0.042,0.153,0.01
271,2017-01-11 11:55:00,3W,,,0.125,0.016,0.174,0.017
272,2017-01-18 11:55:00,3W,,,0.105,0.011,0.147,0.017
273,2017-01-25 11:20:00,3W,,,0.105,0.009,0.17,0.012
274,2017-02-01 12:50:00,4E,,,0.069,0.025,0.149,0.011
275,2017-02-08 10:25:00,4E,,,0.153,0.001,0.305,0.014
276,2017-02-15 11:52:00,4E,,,0.072,0.014,0.14,0.019
277,2017-02-22 11:20:00,4E,,,0.104,0.01,0.138,0.042
278,2017-02-28 11:05:00,4E,,,0.065,0.008,0.164,0.021
279,2017-03-08 10:11:00,4E,,,0.087,0.011,0.284,0.033
280,2017-03-15 11:40:00,4E,,,0.026,0.006,0.186,0.025
281,2017-03-21 11:10:00,4E,,,0.018,0.012,0.194,0.038
282,2017-03-29 11:13:00,4E,,,0.016,0.01,0.145,0.03
283,2017-04-05 10:17:00,4E,,,0.005,0.01,0.1,0.01
284,2017-05-25 11:49:00,4E,,,0.002,0.009,0.045,0.015
285,2017-05-30 10:49:00,4E,,,0.006,0.028,0.137,0.023
286,2017-06-06 12:10:00,4E,,0.007,0.004,0.006,0.095,0.016
287,2017-06-13 11:30:00,4E,,0.009,0.008,0.008,0.016,0.008
288,2017-06-21 10:40:00,4E,,,0.002,0.022,0.118,0.028
289,2017-06-28 09:45:00,4E,,,0.002,0.009,0.157,0.021
290,2017-07-06 11:45:00,4E,,,0.002,0.004,0.087,0.013
291,2017-07-12 12:10:00,4E,,,0.009,0.01,0.041,0.013
292,2017-07-19 11:15:00,4E,,,0.009,0.032,0.121,0.012
293,2017-07-26 10:00:00,4E,,,0.005,0.01,0.188,0.016
294,2016-01-27 10:17:00,4E,,,0.069,0.0275,0.145,0.0224
295,2016-02-03 10:52:00,4E,,,0.074,0.0098,0.137,0.0158
296,2016-02-10 10:51:00,4E,,,0.065,0.008,0.123,0.013
297,2016-03-16 11:05:00,4E,,,0.079,0.007,0.154,0.012
298,2016-03-23 09:29:00,4E,,,0.009,0.008,0.079,0.016
299,2016-03-30 10:54:00,4E,,,0.001,0.004,0.229,0.032
300,2016-04-06 11:06:00,4E,,,0.006,0.007,0.21,0.021
301,2016-04-13 10:39:00,4E,,,0.004,0.011,0.121,0.026
302,2016-04-20 10:36:00,4E,,,0.004,0.003,0.102,0.024
303,2016-04-27 10:40:00,4E,,,0.015,0.01,0.045,0.01
304,2016-05-04 10:55:00,4E,,,0.009,0.012,0.038,0.015
305,2016-05-10 10:52:00,4E,,,0.004,0.012,0.029,0.02
306,2016-05-18 10:31:00,4E,,0.013,0.007,0.017,0.05,0.018
307,2016-07-06 11:44:00,4E,,,0.003,0.008,0.123,0.015
308,2016-07-13 11:39:00,4E,,,0.023,0.007,0.137,0.013
309,2016-07-19 10:11:00,4E,,,0.047,0.01,0.094,0.008
310,2016-07-27 11:55:00,4E,,,0.008,0.007,0.113,0.009
311,2016-08-03 11:25:00,4E,,,0.021,0.007,0.058,0.007
312,2016-08-10 00:00:00,4E,,,0.005,0.001,0.129,0.005
313,2016-08-16 15:30:00,4E,,,0.002,0.01,0.054,0.004
314,2016-08-24 10:41:00,4E,,,0.007,0.006,-0.022,0.009
315,2016-08-30 12:30:00,4E,,,0.005,0.005,0.024,0.011
316,2016-09-07 11:23:00,4E,,,0.014,0.042,0.105,0.009
317,2016-09-14 10:10:00,4E,,,0.007,0.01,0.093,0.014
318,2016-09-21 10:42:00,4E,,,0.013,0.029,0.091,0.009
319,2016-09-28 11:13:00,4E,,,0.002,0.012,0.087,0.011
320,2016-10-05 10:11:00,4E,,,0.012,0.01,0.199,0.042
321,2017-01-04 09:43:00,4W,,,0.089,0.012,0.152,0.008
322,2017-01-11 11:40:00,4W,,,0.113,0.015,0.153,0.018
323,2018-01-17 11:35:00,4W,,,0.069,0.009,0.24,0.035
324,2018-01-24 11:54:00,4W,,,0.08,0.012,0.156,0.02
325,2018-01-31 11:00:00,4W,,,0.081,0.026,0.148,0.014
326,2018-02-07 10:30:00,4W,,,0.049,0.014,0.119,0.024
327,2018-02-14 10:20:00,4W,,,0.068,0.009,0.106,0.012
328,2018-03-07 11:34:00,4W,,,0.07,0.012,0.183,0.018
329,2018-03-14 11:40:00,4W,,,0.097,0.021,0.211,0.016
330,2018-04-25 10:50:00,4W,,,0.023,0.021,0.291,0.056
331,2017-03-15 12:52:00,4W,,,0.212,0.013,0.28,0.022
332,2017-03-29 11:15:00,4W,,,0.035,0.009,0.073,0.017
333,2017-04-05 10:20:00,4W,,,0.035,0.013,0.062,0.012
334,2017-04-12 11:40:00,4W,,,0.017,0.01,0.006,0.012
335,2017-04-19 12:12:00,4W,,,0.012,0.007,0.052,0.009
336,2017-04-26 12:04:00,4W,,,0.043,0.035,1.77,0.646
337,2017-05-25 11:52:00,4W,,,-0.001,0.01,0.042,0.013
338,2017-05-30 10:53:00,4W,,,0.005,0.021,0.447,0.103
339,2017-06-06 12:15:00,4W,,0.007,0.004,0.01,0.056,0.013
340,2017-06-13 11:25:00,4W,,0.009,0.008,0.016,0.078,0.011
341,2017-08-30 11:05:00,4W,,,0.005,0.006,0.049,0.011
342,2017-09-05 10:35:00,4W,,,-0.001,0.003,0.056,0.027
343,2017-09-13 10:38:00,4W,,,0.002,0.012,0.039,0.011
344,2017-09-20 11:30:00,4W,,,0.036,0.012,0.254,0.01
345,2017-09-27 10:20:00,4W,,,0.002,0.009,0.28,0.042
346,2017-10-04 11:30:00,4W,,,0.001,0.019,0.076,0.018
347,2017-10-11 11:30:00,4W,,,0.003,0.012,0.073,0.016
348,2017-10-18 11:45:00,4W,,,0.013,0.074,0.197,0.021
349,2017-10-25 10:37:00,4W,,,0.124,0.012,0.397,0.129
350,2017-11-01 13:10:00,4W,,,0.031,0.009,0.132,0.073
351,2017-11-08 10:22:00,4W,,,0.031,0.015,0.135,0.025
352,2017-11-15 10:45:00,4W,,,0.023,0.011,0.106,0.016
353,2017-11-21 11:16:00,4W,,,0.025,0.01,0.484,0.112
354,2017-11-27 11:15:00,4W,,,0.012,0.015,0.478,0.066
355,2017-12-06 12:15:00,4W,,,0.072,0.049,0.228,0.069
356,2016-06-01 10:44:00,4W,,0.0089,0.003,0.019,0.186,0.037
357,2016-06-08 10:54:00,4W,,,0.004,0.012,0.751,0.111
358,2016-06-15 10:48:00,4W,,,0.001,0.015,0.086,0.007
359,2016-06-22 11:42:00,4W,,,0.005,0.006,0.107,0.011
360,2016-06-29 10:58:00,4W,,,0.015,0.005,0.227,0.019
361,2016-08-10 00:00:00,4W,,,0.002,0.001,0.057,0.009
362,2016-08-16 15:32:00,4W,,,0.0,0.01,0.084,0.011
363,2016-08-24 10:43:00,4W,,,0.005,0.011,0.101,0.051
364,2016-08-29 09:38:00,4W,,,0.003,0.008,0.026,0.016
365,2016-10-12 10:51:00,4W,,,0.063,0.007,0.133,0.013
366,2016-10-18 10:55:00,4W,,,0.191,0.005,0.3,0.012
367,2016-10-26 12:43:00,4W,,,0.048,0.007,0.182,0.019
368,2016-11-02 11:15:00,4W,,,0.041,0.017,0.114,0.013
369,2016-11-09 09:29:00,4W,,,0.059,0.007,0.153,0.024
370,2016-11-16 11:55:00,4W,,,0.133,0.025,0.41,0.067
371,2016-11-22 10:45:00,4W,,,0.067,0.012,0.14,0.013
372,2016-12-07 12:05:00,4W,,,0.076,0.013,0.148,0.015
373,2016-12-14 10:45:00,4W,,,0.114,0.011,0.174,0.049
374,2016-12-19 10:25:00,4W,,,0.118,0.015,0.139,0.017
375,2017-09-19 11:00:00,BB,,,0.005,0.003,0.127,0.001
376,2017-09-26 11:25:00,BB,,,0.002,0.023,0.06,0.028
377,2016-04-12 13:01:00,BB,,,0.002,0.012,0.013,0.018
378,2016-04-26 13:34:00,BB,,,-0.003,0.016,0.009,0.01
379,2016-05-17 13:46:00,BB,,0.015,0.001,0.022,0.004,0.01
380,2017-04-25 12:31:00,BO,,,0.005,0.017,0.011,0.02
381,2017-06-05 12:38:00,BO,,0.011,0.005,0.02,2.866,0.162
382,2017-06-12 12:25:00,BO,,0.009,0.01,0.005,0.239,0.016
383,2017-06-20 12:25:00,BO,,,0.002,0.01,0.124,0.011
384,2017-06-27 12:30:00,BO,,,0.002,0.006,0.156,0.009
